edit_history_tweet_ids,id,text,label
['1597677957006303234'],1597677957006303234,@senadorhumberto Olha aí a foto do senador drácula e o ladrão https://t.co/aAxWQZOHjH,-1
['1597677934755520512'],1597677934755520512,"@EduGiraoOficial Boa tarde Senador, gentileza, informar por qual canal podemos assistir a audiência pública. Queira divulgar em suas redes. Obrigado.",0
['1597677909560373249'],1597677909560373249,"@randolfeap Eita mais vc é ativo quando a esquerda está no poder, está com muita pressa para voltar a corrupção!
Calma ex senador!",-1
['1597677903461785600'],1597677903461785600,@EduGiraoOficial É tarde Senador Girão. Nós NÃO vamos sair da porta dos quartéis. Lá é o único lugar no mundo que quero estar hoje. Vocês abandonaram o Brasil e os brasileiros!! Nunca mais confiaremos em nenhum político que habita esse covil. Só Bolsonaro e as FFAA que nos tira daqui,0
['1597677735224446978'],1597677735224446978,@enzo_nil @reportersalles ROMARIO É SENADOR DEPUTADO É ESSA TROLHA AÍ 🤣🤣🤣 https://t.co/s5d2HJKp0b,-1
['1597677627476946945'],1597677627476946945,Olha com é bonzinho ele gente!!! Pensando nos pobres sempre né senador!!! https://t.co/PcLalhYAwf,-1
['1597677604911616001'],1597677604911616001,"@darioberger 
Senador Vergonha para Santa Catarina.
Assinou a PEC da Gastança; PEC do ROMBO. https://t.co/cO4X7u3lfW",-1
['1597677589983698944'],1597677589983698944,"Randolfe Rodrigues, além de “alugar” o STF agora resolveu acionar também a FIFA contra conservadores https://t.co/ZYNzWpLVAv 
O que esse mequetrefe disfarçado de senador merece?
Total repúdio, em defender um larápio como todos que apoiam o partido do larápio mor! kkk pra ele!",-1
['1597677562649772032'],1597677562649772032,@randolfeap Senador pau no cool!!,-1
['1597677548624056320'],1597677548624056320,@randolfeap Esse senador acha que engana as pessoas. Vocês estão é loteando o governo com corruptos. Só os membros da equipe de transição têm capivara que dá voltas ao mundo.,-1
['1597677511839985665'],1597677511839985665,"@CAndre51 @JanainaDoBrasil Isso, fiquem na porta dos quartéis. Façam esse papel ridículo. Lutem por moinhos de vento e ignorem a verdade. Ignorem que a única coisa que é necessária no país é mudar as leis e normatizar as que tem. Ignorem que Supremo só cumpre leis...mas quem faz é deputado e senador.",-1
['1597677455581806592'],1597677455581806592,@Heinzeoficial Só assisto se o Senador convidar a Mia Khalifa para explicar a polêmica dela! Faça um bem para a nossa nação Senador e convide a Mia Kalhifa!,0
['1597677323842912256'],1597677323842912256,@LUCIANA92045426 @liciane_vianna @ProfessorBellei Aí vc já baseia no político: vice e recém senador Mourão. Kkk,0
['1597677121488711680'],1597677121488711680,"@LordFabriccio Que lixo de senador, se esquece que somos nós que pagamos os gordos salários e as mordomias.",-1
['1597677093847957505'],1597677093847957505,Quem nao te conhece que te compra senador. https://t.co/n1zr9LWc34,-1
['1597677006602526722'],1597677006602526722,"@EduGiraoOficial Pará não tem Senador, tem sim sanguessugas do dinheiro público. Vergonhoso para nosso estado.",-1
['1597676863052054528'],1597676863052054528,"@esperidiaoamin_ Senador, parabéns. Mas queremos que os militares resolvam o problema. Toda ajuda honesta e séria é bem vinda, mas queremos uma solução militar, de acordo com o artigo constitucional 142. O povo se cansou de esperar por vocês.",1
['1597676848053645313'],1597676848053645313,"@EduGiraoOficial Exmo.Senador, está mais parecendo uma confissão de impotência. Então um Senador da República não pode nada ? O Exmo. Senador Rondolfe Rodrigues pode tudo como ? Existem 2 tipos de Senadores ? Os salários são diferentes ?",0
['1597676513545310208'],1597676513545310208,"@o_antagonista @BolsonaroSP Entregar pen-drive no estádio tirando fotinha,a me poupe senador kkkk",-1
['1597676481400156160'],1597676481400156160,"O Lula não vai subir a rampa, senador burro e idiota! https://t.co/SXccjb5ezI",-1
['1597676473120591872'],1597676473120591872,"@randolfeap Senador, divide seu salário comigo? Vamos dar o exemplo de socialismo.",0
['1597676404854116352'],1597676404854116352,Senador Georgino Avelino Minha Cidade: RN registra 421 casos de covid-19 nas últimas 24 h... https://t.co/V9R5pr5t4V,-1
['1597676404535357441'],1597676404535357441,"@randolfeap Que HIPOCRISIA, senador.
A verdadeira intenção de vocês é acabar com a Liberdade do brasileiro, deixando o pobre mais  pobre e sem nenhuma dignidade.",-1
['1597676322238894081'],1597676322238894081,@saulchristos @taoquei1 Bom saber sr senador  do estado de Santa Catarina Dario Berger.,0
['1597676128868925440'],1597676128868925440,"@Heinzeoficial Desculpa Senador , mas o STF vai a Nova York, mas não Atravessará a Avenida para ir ao senado. Não acredito na Presença deles.",r
['1597676122812354560'],1597676122812354560,Senador e ex ministro da Girandola tá lá tbm kkkkkk chupa bando de transtornado https://t.co/rXT6PDT1I7 https://t.co/DX0AVe1iqw,-1
['1597676057960013826'],1597676057960013826,"@randolfeap A pec que vai falir o Brasil, estaremos anotando o nome de cada senador para lembrar o povo constantemente disso!",-1
['1597676005065256960'],1597676005065256960,"@EduGiraoOficial Senador Girão vc não podem deixar está pec passar, e dever de vcs senadores.",1
['1597675993132863489'],1597675993132863489,"@Rconstantino Mas o Randolfe, que diz que é senador, fala de ""cadelas do fascismo"". O que vc espera do estagiário? https://t.co/KIYn4scNkE",-1
['1597675987465928704'],1597675987465928704,"🚨Requerimento de convite do Senador Eduardo Girão, foram aprovados, os convidados são...

Marcos Sintra
Ivan Sartori ex-magistrado, desembargador do (TJ-SP)
Bárbara Destefani do Canal Te Atualizei
Jose Alberto Simonetti presidente da OAB https://t.co/PdODQkkvCC",0
['1597675961092186112'],1597675961092186112,"Bem pessoal se não querem ser importunado pela esquerda, façam como eu que bloqueio todo e qualquer artista, cantor,pessoa pública, senador,deputado,jornalista,comentarista,bloqueio etc.",r
['1597675782536847360'],1597675782536847360,"@ArnsFlavio Senador, não acredito que o seu nome está naquela lista de 28 senadores que são a favor da PEC do teto do rombo. Não envergonhe os seus eleitorados. Pelo amor de Deus, caráter e dignidade acima dos interesses pessoais.",-1
['1597675732297166848'],1597675732297166848,"@socioambiental @SenadoFederal @acirgurgacz Senador Relator @acirgurgacz , do @PDT_Nacional @PDTMT_  é necessário discutir o PL DO VENENO com mais profundidade pela sociedade e representantes dos mais afetados! Retire-o de pauta!",-1
['1597675678878822400'],1597675678878822400,"💰Equipe de Lula quer ampliar ‘mínimo existencial’, hoje em R$ 303, para evitar superendividamento das famílias

Senador eleito Flávio Dino (PSB-MA) afirma que novo governo dele elevar valor que precisa ser preservado em renegociações com bancos",0
['1597675678769778688'],1597675678769778688,Senador corre para pautar impeachment  de ministro do STF e já fala da CPI da lava  toga https://t.co/OzTEug9A3h via @FacebookWatch,0
['1597675670754033664'],1597675670754033664,@randolfeap Vc não vai conseguir senador DPVAT! Pode ter certeza! VC NÃO VAI CONSEGUIR!!,-1
['1597675451329101824'],1597675451329101824,"@carlosjordy @FernandoHoliday Só entrar com uma representação no STF, o senador DPVAT toda a hora entra com uma ação lá, pq os deputados de direita não fazem o mesmo? Por mais que não de em nada, pelo menos alguém tentou algo! Ficar gravando vídeo não vai mudar nada!",0
['1597675443075043328'],1597675443075043328,"@EduGiraoOficial Que desgosto com essas instituições brasileiras, só aprovam ou julgam matérias que são ruins para o país! Muito triste mesmo, parabéns ao nobre Senador Girão que ainda nos alerta e vota contra essas injustiças!",1
['1597675399722303489'],1597675399722303489,"@randolfeap Nunca passará.
Senador DPVAT.",-1
['1597675299868934144'],1597675299868934144,"Que o Congresso dê atenção as PEC do bolsa família e a do senador J.Serra, ambas têm assinaturas. https://t.co/bmCEOvXiAE",0
['1597675233213042689'],1597675233213042689,@randolfeap A sua fome de poder senador?,-1
['1597675224824426496'],1597675224824426496,@EduGiraoOficial Vamos ver em que lado os ilustríssimos senadores estão! Ao lado do povo ou de uma classe que ganha muito mais que a média do brasileiro. Enfim para esse tipo propositura o senador @rodrigopacheco ver urgência em colocar para votação. Bastante seletivo nas suas pautas. #vergonha,-1
['1597675065688064000'],1597675065688064000,"@SenadoFederal @acirgurgacz Senador @acirgurgacz, você quer ficar conhecido por abrir caminho para o descontrole no uso de agrotóxicos, que causam doenças graves e deformações em fetos? 

Vamos retirar da pauta da Comissão de Agricultura do @SenadoFederal.

#NãoAoPacoteDoVeneno
#BancadaDoCâncer https://t.co/nwDOSxp0no",-1
['1597675045081743360'],1597675045081743360,"@NarcisoLJr @gazetadopovo @gprepublica Não sou ministro, não sou senador, não sou procurador.",0
['1597674887354908672'],1597674887354908672,"@KriskaCarvalho O Pai Presidente da República, em N.Y. com a comitiva comeram na calçada da churrascaria e o Filho Senador da república espera o embarque sentado no Chão do aeroporto?!É isso mesmo?! A que NÍVEL chegaram nossas Autoridades!? Ao mais baixo!",r
['1597674839309180929'],1597674839309180929,@elizianegama quero ver essa senador entrar no twiter em fevereiro para explicar a merda toda.,-1
['1597674835714650112'],1597674835714650112,"@EduGiraoOficial O pachuecuzinho vulgo BANANÃO fazendo o que faz de melhor, sendo subserviente ao TOGAQUISTÃO de calça arriada e de quatro. Desculpe senador mas o seu senado é uma VERGONHA, um bando de sanguessugas aloprados parasitas.",-1
['1597674817947594753'],1597674817947594753,@randolfeap A PEC venezuelana é senador.,-1
['1597674811249283073'],1597674811249283073,@randolfeap Senador libera os nomes. Curiosa pra saber se o 01 assinou.,0
['1597674734036344833'],1597674734036344833,Senador José Antonio Cruz Álvarez Lima https://t.co/PD5ZbdmCoE,0
['1597674675026677760'],1597674675026677760,"Lindenberg Farias. Senador! (😳) Diz na Globonews q Lira vai estar junto, ma non troppo. @octavio_guedes, muito sério, resume: quer dizer que vai estar junto mas não vai ser chamado de “companheiro”? Rs. Valeu, Guedinho.",r
['1597674658186526720'],1597674658186526720,@senadorhumberto Vc está tirando sarro e dos brasileiros seu imbecil.. senador de merda ... muito bom ... isso só diz uma coisa..como vc realmente sim importa com o nosso país.  Lamentável,-1
['1597674589449900032'],1597674589449900032,"O senador Rodrigo Pacheco é um retrocesso, um trambolho para o Brasil na presidência do senado. Não fez absolutamente nada para o bem do Brasil e agora quer celeridade nesse absurdo visando seus próprios interesses. https://t.co/EDKMIvt8Hj",-1
['1597674502464282624'],1597674502464282624,"@renancalheiros Nobre senador. Fiquei sabendo do chamado ""pacotão da democracia"" q foi proposto p. ser debatido e votado. Gostaria de uma sugestão: proibir usar a bandeira e símbolos nacionais para identificação de apenas um grupo político. #democraciasempre",0
['1597674364484583424'],1597674364484583424,"@Heinzeoficial @SenadoFederal Senador… nada de aprovar a PEC da gastança, do aumento do Judiciário e da atualização da lei do impeachment. O RS está de olho.",0
['1597674337368412161'],1597674337368412161,"@ArnsFlavio Que vergonha senador assinando uma PEC pra quebrar o Brasil!!!! Qdo o Brasil estiver sangrando, vc terá esse sangue nas mãos! Revoltante!!!!",-1
['1597674329038548993'],1597674329038548993,"@carlosaviana OBRIGADO SENADOR,  PASSEI HOJE CEDO ESTE PEDIDO POR SER SEU ELEITOR, VAMOS BOTAR ESTA CAMBADA DE GAFANHOTOS 🦗 PARA CORRER",1
['1597674261329907712'],1597674261329907712,@senadorhumberto Essas mentiras q 33 milhões de pessoas passam fome ja caiu por terra..toma vergonha na cara senador. https://t.co/ltLMPxXIAL,-1
['1597674254685937666'],1597674254685937666,"Pela primeira vez desde as eleições, o vice-presidente eleito Geraldo Alckmin (PSB) e o vice-presidente e senador eleito Hamilton Mourão (Republicanos-RS) se reuniram, na manhã desta terça-feira (29), de forma presencial no Palácio do Planalto.

https://t.co/dGCOPyzzVq",0
['1597674213355454464'],1597674213355454464,@randolfeap Precisa de 2/3 e estes 33 senadores estão longe disso... só Pau Mandado e senador em busca de carguinho assinou essa palhaçada.,-1
['1597674098561527808'],1597674098561527808,@EduGiraoOficial excelente senador. vou procurar minha senadora para pedir mesmo posicionamento.,1
['1597674084284116994'],1597674084284116994,@PlinioValerio45 Meu senador não deixa esses ministro rasgaram a constituição.,1
['1597674056710774784'],1597674056710774784,"@lhdagostin @JaspionRedPiLLL @ArnsFlavio Esse senador é da família Arns, amiga do PSDB, logo, amiga de petista.",0
['1597673968814723073'],1597673968814723073,"Relator propõe concurso e reajuste no PLOA 2023. O senador Marcelo Castro (MDB/PI), apresentou seu parecer preliminar, voltado aos parâmetros e critérios que deverão ser obedecidos na elaboração do relatório.

👉Leia mais em: https://t.co/fRfd4phY6T

#anffasindical https://t.co/KtMPZsJixF",0
['1597673857120628737'],1597673857120628737,Isso Senador 👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 https://t.co/hEBucQgJA7,1
['1597673828146352128'],1597673828146352128,@EduGiraoOficial Senador @EduGiraoOficial podemos contar com sua articulação para eleição do candidato alinhado ao presidente Bolsonaro para a presidência do senado?,0
['1597673747984445441'],1597673747984445441,"@TerraBrasilnot Meu senador me decepcionou na eleição, mas pelo menos não assinou a PEC, e o seu?",0
['1597673691290427392'],1597673691290427392,@tassojereissati boa tarde senador! vamo assinar a PEC da transição? brigada.,0
['1597673686248886272'],1597673686248886272,"@randolfeap Gratidão por toda a luta, Senador. O povo brasileiro precisa saber quem realmente luta por ele. VIVA o Brasil. VIVA o povo brasileiro 🤩🇧🇷🤩 https://t.co/LebXhnPRFe",1
['1597673508511023104'],1597673508511023104,"Simone Tebet (MDB/MS)
•26. Senador Confúcio Moura (MDB/RO)
•27. Senador Sérgio Petecão (PSD/AC)
•28. Senadora Rose de Freitas (MDB/ES)",0
['1597673506648780800'],1597673506648780800,"•19. Senador Acir Gurgacz (PDT/RO)
•20. Senadora Mailza Gomes (PP/AC)
•21. Senador Otto Alencar (PSD/BA)
•22. Senadora Leila Barros (PDT/DF)
•23. Senador Omar Aziz (PSD/AM)
•24. Senadora Nilda Gondim (MDB/PB)
•25. Senadora",r
['1597673504778121216'],1597673504778121216,"•13. Senadora Eliziane Gama (CIDADANIA/MA)
•14. Senador Carlos Fávaro (PSD/ MT)
•15. Senador Veneziano Vital do Rêgo (MDB/PB)
•16. Senador Paulo Rocha (PT/PA)
•17. Senador Jader Barbalho (MDB/PA)
•18. Senador Jaques Wagner (PT/BA)",r
['1597673502999711744'],1597673502999711744,"•6. Senadora Zenaide Maia (PROS/RN)
•7. Senador Paulo Paim (PT/RS)
•8. Senador Fabiano Contarato (PT/ES)
•9. Senador Flávio Arns (PODEMOS/PR)
•10. Senador Telmário Mota (PROS/RR)
•11. Senador Randolfe Rodrigues (REDE/AP)
•12. Senador Humberto Costa (PT/PE)",r
['1597673501032271872'],1597673501032271872,"Senadores que assinaram a PEC do Rombo Senadores que assinaram a PEC
•1. Senador Marcelo Castro (MDB/PI)
•2. Senador Alexandre Silveira (PSD/MG)
•3. Senador Jean Paul Prates (PT/RN)
•4. Senador Dário Berger (PSB/SC)
•5. Senador Rogério Carvalho (PT/SE)",r
['1597673460377194496'],1597673460377194496,@DeputadoFederal Uma cambada de senador sem caráter querendo destruir o país.,-1
['1597673455725342720'],1597673455725342720,"@movadvdireitabr O finado Senador Major Olímpio com certeza não aprovaria isso. Fico feliz que o  seu suplente, Senador Giordano, não tenha aderido a essa aberração econômica.",1
['1597673364600270848'],1597673364600270848,"De SC, apenas o senador @darioberger assinou. Os outros 2 senadores não parecem preocupados em combater a fome e nem mesmo em colaborar para se fazer cumprir uma promessa do próprio candidato deles e que estava fora do orçamento 2023. https://t.co/4fCDLYNPhQ",-1
['1597673248397090818'],1597673248397090818,"ta uma pouca vergonha esse colégio aqui de senador, deus me livre",-1
['1597673216931426304'],1597673216931426304,Esse senador está sabotando o trabalho da transição com suas palavras #GloboNews,-1
['1597673157049331712'],1597673157049331712,"Senador, o Político com e sem mandato, é  um natural empregado do povo, eleitor e contribuinte, ou seja, o que elege e o povo que renumeram esses políticos. https://t.co/bONVCuOnOD",0
['1597673156592144384'],1597673156592144384,@MemeeNovinha @BronzeVitoria E em senador câmara,0
['1597673154071363584'],1597673154071363584,"@rmelo83407116 @XogumBr @EduardoJorge Então ..vamos falar de centrão?  Enquanto vcs estao nos quarteis, o que acontece no congresso?  
É sobre isso. Tem certos politicos usando esse movimento como moeda de troca. É só bucha de canhão. Em troca de cargo, de mansão, de lei p TODO  ex presidente virar senador..",-1
['1597673093312704512'],1597673093312704512,"@GeneralMourao Esse processo tá mal mesmo general. Ter você como senador eleito só prova que muita coisa tá errada, em muitos níveis.",-1
['1597673007669182464'],1597673007669182464,@fbezerracoelho @raquellyra Senador… o Sr assinando a PEC da gastança. Surpreendente,-1
['1597672955517206528'],1597672955517206528,"@jeanwyllys_real Gen.Mourão, senador.",0
['1597672931974606848'],1597672931974606848,@PeKelmon 1• Não se pode deixar mudar a lei do impeachment q está sendo proposta agora. 2• Os futuros Senadores precisam fazer uma PEC onde qualquer Senador possa colocar em pauta e fica trancada as demais votações enquanto esta não for feita,0
['1597672922927464448'],1597672922927464448,"@randolfeap Por que vcs não começam a pensar em trazer mais empresas para o Brasil, assim vão criar mais empregos e os brasileiros não vão precisar de bolsa família o que vc acha Senador. Por que nesse tempo todo que vc ficou aí vc não fez nada para o povo agora vc quer fazer me poupe",-1
['1597672770099290113'],1597672770099290113,@TerraBrasilnot O senador que respeitar o seu povo vota em Rogério Marinho e não apoia o Rodrigo Pacheco @SenadoFederal acordem. O povo Brasileiro não vai esquecer quem trair o Povo,1
['1597672545037471744'],1597672545037471744,@IvanCepedaCast Listo para ser senador o ministro 🤡🤡🤡🤡🤡🤡🤡🤡,0
['1597672449763528704'],1597672449763528704,"Quem eu apoiei nesse ano (2022)?

Presidente: 1o Turno: Felipe D'Ávilla (Novo)
                     2o turno: Jair Bolsonaro (PL)

Senador: Nulo

Deputado Estadual: Voto na legenda (NOVO)

Deputado Federal: Marcos Pollon (PL)

Governador: Capitão Contar (PRTB) (Dois turnos)",r
['1597672412493262848'],1597672412493262848,"@SenadorKajuru Senador,. só não coadune com está quadrilha que volta a cena do crime. Continue no enfrentamento contra o ativismo e abuso judicial.",1
['1597672196025253888'],1597672196025253888,"@movadvdireitabr Que decepção Senador Flávio Arns, ou melhor que vergonha para o Paraná 😞",-1
['1597672111363223554'],1597672111363223554,"@AndreJanonesAdv @TCUoficial tem informações se a viagem foi paga c recursos públicos? Pq na agenda do senador ele diz q está em Bsb enquanto estava mesmo é no Catar. Ou seja,  recebeu por dias de trabalho viajando a passeio.",0
['1597672034833936384'],1597672034833936384,"@BernardoMF @zehdeabreu Só eu acho que Mourão, desde que se elegeu senador, tá sempre com um risinho debochado pra Bolsonaro?",0
['1597671997622091776'],1597671997622091776,@ArnsFlavio Conta pra gente aí senador de onde vai ser tirado o dinheiro para esse rombo no teto de gastos que o Sr. assinou concordando??? Votei no Sr. e quero uma explicação bem clara sobre isso!!!,0
['1597671577126330368'],1597671577126330368,"@conexaopolitica @ALOT100 Solta o cara !!!   Lula precisa de ajuda ,,   E ainda teremos um novo prefeito no rio.  E quem sabe nosso novo presidente !!!  Senador tb cabe !!!  Pqp!!!",1
['1597671563473850368'],1597671563473850368,"@FlavioArnsPR Senador.Como é que que você assina a PEC do rombo proposta peo PT.O PT quer a gastança. O PT tem de roubar menos.Rombo ao teto significa mais inflação, prejudicando principalmente os mais humildes.Você viu que não se reelegeu. Se não tirar a assinatura não te elegemos a mais nada",-1
['1597671555886354432'],1597671555886354432,"@senadorhumberto Senador, q tanto lero, lero... A turminha tem a obrigação d cumprir tudo q prometeu. Deixe d ficar culpando os outros, ""só falta um pouquinho mais d 30 dias"". Pelo O prometido já em 1° d 2023 janeiro, será tudo resolvido s/choro. Esse tal d""L de vcs, parece poderoso"". Aguardamos.",-1
['1597671514844721152'],1597671514844721152,@TerraBrasilnot @MarcoAnto43 Só presta pra isso essa porcaria de senador. Os outros estão babando à espera do aumento. Sa fa dos. 🤬,-1
['1597671493412216832'],1597671493412216832,@senadorhumberto Senador aberto costa você deveria experimentar este supositório para prevenir covid-19. https://t.co/e32kQXY47h,0
